edition,round,home_team,away_team,date,home_result,away_result,result,city,id_match
1930,Poules,France,Mexico ,1930-01-01,4,1,home_team,Montevideo,711bab11-b0f2-4f82-a34e-7dc1933736e8
1930,Finale,Uruguay,Argentina,1930-01-01,4,2,home_team,Montevideo,aca71cf0-6fad-4004-86ad-2a8842ebc1fd
1930,Demi-finales,Uruguay,Yugoslavia ,1930-01-01,6,1,home_team,Montevideo,8485668f-2f49-4d15-b0eb-9197e2c8a817
1930,Demi-finales,Argentina,USA,1930-01-01,6,1,home_team,Montevideo,3cd25da5-f5d2-42c9-8ca5-a58a758f0ed9
1930,Poules,Argentina,Chile,1930-01-01,3,1,home_team,Montevideo,28aa75e9-59cb-415b-b155-d9966128afc8
1930,Poules,Uruguay,Romania ,1930-01-01,4,0,home_team,Montevideo,71853219-2cee-4121-bf0b-ca9c68bd8213
1930,Poules,Brazil ,Bolivia,1930-01-01,4,0,home_team,Montevideo,577cd87a-f7a7-4be0-a786-00ec48a1614c
1930,Poules,Argentina,Mexico ,1930-01-01,6,3,home_team,Montevideo,007c4feb-856e-41eb-b42b-d97606d08bfa
1930,Poules,Chile,France,1930-01-01,1,0,home_team,Montevideo,05f4fbf5-6527-4312-911c-45b308743074
1930,Poules,Paraguay,Belgium ,1930-01-01,1,0,home_team,Montevideo,ea8c2301-a74a-4054-8464-7c53f458791d
1930,Poules,USA,Paraguay,1930-01-01,3,0,home_team,Montevideo,bd624c02-69e9-4945-ab91-a73388ab8783
1930,Poules,Yugoslavia ,Bolivia,1930-01-01,4,0,home_team,Montevideo,e414f373-ac30-420f-9e39-ce82acb69e29
1930,Poules,Chile,Mexico ,1930-01-01,3,0,home_team,Montevideo,e6f5d3b2-18b3-4529-a94e-c327387f2816
1930,Poules,Argentina,France,1930-01-01,1,0,home_team,Montevideo,122647b6-7a4a-4f98-8f4a-25497010baa7
1930,Poules,Romania ,Peru ,1930-01-01,3,1,home_team,Montevideo,73ca2f59-616e-4591-b081-e798e6c9fb54
1930,Poules,Yugoslavia ,Brazil ,1930-01-01,2,1,home_team,Montevideo,4a774b08-e510-44a0-9ef5-ffe044cbd780
1930,Poules,USA,Belgium ,1930-01-01,3,0,home_team,Montevideo,7b7d4786-d913-4a1f-bb70-69f935ea9675
1930,Poules,Uruguay,Peru ,1930-01-01,1,0,home_team,Montevideo,a80259bb-9a63-45b3-b2bf-8476c1012779
1934,Quarts de finale,Czechoslovakia ,Switzerland ,1934-01-01,3,2,home_team,Torino,5d1a985c-d70f-4858-97fa-23940cf56aed
1934,Finale,Italy ,Czechoslovakia ,1934-01-01,2,1,home_team,Roma,3ca1b21a-2398-4356-a183-bec75d2f44a6
1934,Troisième place,Germany ,Austria ,1934-01-01,3,2,home_team,Napoli,1a58ea68-5991-4562-9938-f2fdd0f9490f
1934,Demi-finales,Czechoslovakia ,Germany ,1934-01-01,3,1,home_team,Roma,a1590968-6ef3-4e53-b9c3-b08220b33f8c
1934,Quarts de finale,Italy ,Spain ,1934-01-01,1,0,home_team,Firenze,fbb12ed2-5e53-443a-9210-68620baac4fe
1934,Quarts de finale,Italy ,Spain ,1934-01-01,1,1,draw,Firenze,0931999c-1791-4094-924b-d80d0ef1c4ef
1934,Quarts de finale,Germany ,Sweden ,1934-01-01,2,1,home_team,Milano,1ad2ab33-c0d1-4005-adb4-e5413c581635
1934,Quarts de finale,Austria ,Hungary ,1934-01-01,2,1,home_team,Bologna,a3f1068b-7670-490d-a7cc-3333ca3a5867
1934,Demi-finales,Italy ,Austria ,1934-01-01,1,0,home_team,Milano,f63ea8e0-7df0-4701-9b75-34c0cd81fff9
1934,Huitièmes de finale,Spain ,Brazil ,1934-01-01,3,1,home_team,Genova,f77a38e8-1ff5-4ac0-bc8b-3a4e2dd2ca26
1934,Huitièmes de finale,Sweden ,Argentina,1934-01-01,3,2,home_team,Bologna,83603234-cbaa-4054-8bc2-c6f3c0bafd12
1934,Huitièmes de finale,Switzerland ,Netherlands ,1934-01-01,3,2,home_team,Milano,9b86a2b9-06df-4cc4-8aa5-371a711e2091
1934,Huitièmes de finale,Czechoslovakia ,Romania ,1934-01-01,2,1,home_team,Trieste,8e8f05f1-718e-439b-bd67-fc4a9f2e9f56
1934,Huitièmes de finale,Germany ,Belgium ,1934-01-01,5,2,home_team,Firenze,52eb0376-e05b-4ce9-89b7-75a608e16c88
1934,Huitièmes de finale,Austria ,France,1934-01-01,3,2,home_team,Torino,e0ce213f-1800-44c2-bbe6-eeba24848142
1934,Huitièmes de finale,Italy ,USA,1934-01-01,7,1,home_team,Roma,3c5b9a08-bf26-4c26-8df6-bb392daca111
1934,Huitièmes de finale,Hungary ,Egypt ,1934-01-01,4,2,home_team,Napoli,543aca8a-29e0-4437-aa0f-5e843045366f
1938,Finale,Italy ,Hungary ,1938-01-01,4,2,home_team,Paris,9abfe6f6-0012-4596-8c09-8c9d90dd7ca3
1938,Troisième place,Brazil ,Sweden ,1938-01-01,4,2,home_team,Bordeaux,c2e9794e-c281-4673-988d-a9dc2a505d47
1938,Demi-finales,Hungary ,Sweden ,1938-01-01,5,1,home_team,Paris,03f01f64-a1ae-4c66-a300-d91e0f375573
1938,Demi-finales,Italy ,Brazil ,1938-01-01,2,1,home_team,Marseille,419c89f3-b71f-4adc-92ae-a5e8ae02b7d5
1938,Quarts de finale,Brazil ,Czechoslovakia ,1938-01-01,2,1,home_team,Bordeaux,8016ff38-00f5-44a0-9a8b-4d8c18f1930d
1938,Quarts de finale,Sweden ,Cuba,1938-01-01,8,0,home_team,Antibes,f23c044d-dca1-4597-9289-9d494323fa69
1938,Quarts de finale,Hungary ,Switzerland ,1938-01-01,2,0,home_team,Lille,a61c3e41-3960-4c1c-b4d2-72abe2caf81d
1938,Quarts de finale,Italy ,France,1938-01-01,3,1,home_team,Paris,170ade00-fc42-4a40-8255-936f6caa9801
1938,Quarts de finale,Brazil ,Czechoslovakia ,1938-01-01,1,1,draw,Bordeaux,20de3fc5-7d70-4ef8-a63d-ddc73c38d2ad
1938,Huitièmes de finale,Switzerland ,Germany ,1938-01-01,4,2,home_team,Paris,fa6da0ff-381b-431f-b890-981c2725370e
1938,Huitièmes de finale,Czechoslovakia ,Netherlands ,1938-01-01,3,0,home_team,Le_Havre,41c29dd7-77b0-45f4-bdc7-1a5f234683fb
1938,Huitièmes de finale,Brazil ,Poland ,1938-01-01,6,5,home_team,Strasbourg,3b417f43-a96c-42a9-a8ca-ee7c01ce7f5b
1938,Huitièmes de finale,Cuba,Romania ,1938-01-01,3,3,draw,Toulouse,9d4a374d-1220-44ce-a084-7a0b6a117bfb
1938,Huitièmes de finale,Hungary ,Dutch East Indies ,1938-01-01,6,0,home_team,Reims,af0b4b0d-6013-481d-8d1d-7151b7ae66db
1938,Huitièmes de finale,France,Belgium ,1938-01-01,3,1,home_team,Paris,9cffa405-4f39-4e8d-9e32-ba2359032bfc
1938,Huitièmes de finale,Italy ,Norway ,1938-01-01,2,1,home_team,Marseille,acce5f11-066f-4e37-ad69-c10f01847151
1938,Huitièmes de finale,Switzerland ,Germany ,1938-01-01,1,1,draw,Paris,922126fd-fb0d-4ced-b79a-5c4d71cf33a8
1938,Huitièmes de finale,Cuba,Romania ,1938-01-01,2,1,home_team,Toulouse,a4896333-ca74-4e72-8d42-0d0ef8f53ede
1950,Poules,Uruguay,Bolivia,1950-01-01,8,0,home_team,Belo Horizonte,9763d1bc-01ea-4e9b-99d6-14dc908222c1
1950,Poules,Switzerland ,Mexico ,1950-01-01,2,1,home_team,Porto_Alegre,24150ccd-b16b-4e0b-9642-103710330681
1950,Poules,Chile,USA,1950-01-01,5,2,home_team,Recife,d50c53dd-f4d6-48d2-9fd9-7243c452410b
1950,Finale,Brazil ,Sweden ,1950-01-01,7,1,home_team,Rio De Janeiro,79a11ad6-c8ca-4aa4-bc98-eab6851f83ee
1950,Finale,Uruguay,Brazil ,1950-01-01,2,1,home_team,Rio De Janeiro,127301f8-f911-40eb-bd91-0eba1c9a3dd1
1950,Finale,Uruguay,Sweden ,1950-01-01,3,2,home_team,São_Paulo,6d5e4ee1-791b-4a6e-b320-0d1d6f0d5fd5
1950,Finale,Brazil ,Spain ,1950-01-01,6,1,home_team,Rio De Janeiro,c986d5d5-4d1e-4b4a-8fef-493fab7a1ed7
1950,Finale,Sweden ,Spain ,1950-01-01,3,1,home_team,São_Paulo,9dff3a29-63b6-4799-92e7-7be98b12c769
1950,Poules,Italy ,Paraguay,1950-01-01,2,0,home_team,São_Paulo,5b76fe21-a532-4b9d-9f13-6cdcde785f00
1950,Finale,Uruguay,Spain ,1950-01-01,2,2,draw,São_Paulo,e1a08534-dea4-4e61-9b60-c7883ded0ca9
1950,Poules,Spain ,England,1950-01-01,1,0,home_team,Rio De Janeiro,068cac2c-41ab-48b5-bd38-dcc12a39833e
1950,Poules,Brazil ,Switzerland ,1950-01-01,2,2,draw,São_Paulo,f041b32f-5ea1-4966-93e5-aded29e479b4
1950,Poules,USA,England,1950-01-01,1,0,home_team,Belo Horizonte,5e821278-5218-4582-9e8a-2c23d8890f07
1950,Poules,Sweden ,Paraguay,1950-01-01,2,2,draw,Curitiba,8079e4a9-d5c1-4f2f-a82a-8e1a3706a4ac
1950,Poules,Spain ,Chile,1950-01-01,2,0,home_team,Rio De Janeiro,594877a8-91ef-4c02-adf5-dbba1b331391
1950,Poules,Yugoslavia ,Mexico ,1950-01-01,4,1,home_team,Porto_Alegre,4ffa8882-fd0a-4cc7-8727-81bff92c0ee7
1950,Poules,Yugoslavia ,Switzerland ,1950-01-01,3,0,home_team,Belo Horizonte,4000b4d0-77d5-481e-b092-838d18d1337b
1950,Poules,Sweden ,Italy ,1950-01-01,3,2,home_team,São_Paulo,fc457398-78a7-42e9-9871-1e56d27ad74c
1950,Poules,Spain ,USA,1950-01-01,3,1,home_team,Curitiba,3e6d1068-a4f9-4543-80d8-1e3837031fcb
1950,Poules,England,Chile,1950-01-01,2,0,home_team,Rio De Janeiro,11327ba6-867f-4d51-a274-8f35b6e21292
1950,Poules,Brazil ,Mexico ,1950-01-01,4,0,home_team,Rio De Janeiro,29e04d02-0bc1-41d5-be74-08981143142b
1950,Poules,Brazil ,Yugoslavia ,1950-01-01,2,0,home_team,Rio De Janeiro,c2ac2b7b-3043-4c62-9706-d1681ddd9f0e
1954,Poules,England,Switzerland ,1954-01-01,2,0,home_team,Bern,b1e20ef9-883d-45ca-ab1a-3f8ea7f0b211
1954,Poules,Switzerland ,Italy ,1954-01-01,4,1,home_team,Basel,ac0504e2-ffc5-4e3f-94e7-541a572c39d0
1954,Quarts de finale,Uruguay,England,1954-01-01,4,2,home_team,Basel,e37a14d8-23f6-4c17-89ee-ecb59aa84d1f
1954,Quarts de finale,Austria ,Switzerland ,1954-01-01,7,5,home_team,Lausanne,4e6f1556-e553-4c26-9e2b-0c06a462c26f
1954,Troisième place,Austria ,Uruguay,1954-01-01,3,1,home_team,Zürich,03379099-b8b1-4a72-a1ac-17b1bc7a2a56
1954,Quarts de finale,FRG ,Yugoslavia ,1954-01-01,2,0,home_team,Genève,ec0c1706-744c-4067-b147-776871b8351d
1954,Demi-finales,Hungary ,Uruguay,1954-01-01,4,2,home_team,Lausanne,ea6e3083-baa1-4d2b-8d1c-da217b7b55d7
1954,Demi-finales,FRG ,Austria ,1954-01-01,6,1,home_team,Basel,d5e72a4e-813e-411e-8ca4-5d75febc33e9
1954,Poules,Italy ,Belgium ,1954-01-01,4,1,home_team,Lugano,8e691334-c487-464a-b2a8-1ec47f6dabc8
1954,Finale,FRG ,Hungary ,1954-01-01,3,2,home_team,Bern,686f04df-e399-4340-a4fd-b53001075ae1
1954,Quarts de finale,Hungary ,Brazil ,1954-01-01,4,2,home_team,Bern,acec9d0b-eedf-472c-8ec7-db5fc372a96f
1954,Poules,Turkey ,South Korea ,1954-01-01,7,0,home_team,Genève,c74c93b4-c6ac-4835-9114-cda57c27f4e8
1954,Poules,FRG ,Turkey ,1954-01-01,7,2,home_team,Zürich,5de373b7-2a5a-439a-bcb4-0d3c9167bc6c
1954,Poules,France,Mexico ,1954-01-01,3,2,home_team,Genève,14943f91-eb26-4248-aaa8-9a7b3cefd5ae
1954,Poules,Hungary ,FRG ,1954-01-01,8,3,home_team,Basel,b1f54f6c-8872-4c63-9222-93564b6397b1
1954,Poules,Yugoslavia ,France,1954-01-01,1,0,home_team,Lausanne,0d2d0d9d-25a5-43d7-9310-a367eba3a6b2
1954,Poules,Brazil ,Mexico ,1954-01-01,5,0,home_team,Genève,ddf997e4-d33d-4505-99d7-2d413b81ce2e
1954,Poules,Uruguay,Czechoslovakia ,1954-01-01,2,0,home_team,Bern,32e598ba-6292-49a1-8fb7-0e646985e2e3
1954,Poules,Switzerland ,Italy ,1954-01-01,2,1,home_team,Lausanne,7efe80c9-51cd-4e33-aeb6-24d7d9a2b1a7
1954,Poules,Austria ,Scotland,1954-01-01,1,0,home_team,Zürich,2349bf47-062d-49fe-ba65-7adf83d15446
1954,Poules,FRG ,Turkey ,1954-01-01,4,1,home_team,Bern,071ed889-f88e-4945-808a-18f3f7730f18
1954,Poules,England,Belgium ,1954-01-01,4,4,draw,Basel,a9da731f-28cc-49f6-bbf7-5022adac453b
1954,Poules,Uruguay,Scotland,1954-01-01,7,0,home_team,Basel,5d9b9369-28d2-4817-bb73-73798c15aca2
1954,Poules,Brazil ,Yugoslavia ,1954-01-01,1,1,draw,Lausanne,4e00dc4a-32cb-4d18-8c89-1fd2ae6fedc6
1954,Poules,Austria ,Czechoslovakia ,1954-01-01,5,0,home_team,Zürich,fa5b80c0-bd65-4cb4-b8d9-fb55cafa0cfe
1954,Poules,Hungary ,South Korea ,1954-01-01,9,0,home_team,Zürich,058746dd-f395-4785-a54c-df0fdc933212
1958,Poules,Wales ,Hungary ,1958-01-01,2,1,home_team,Stockholm,8e4ef161-134e-4a16-825b-238f35841b8e
1958,Poules,France,Scotland,1958-01-01,2,1,home_team,Örebro,550e627c-9f7d-4b12-92a1-84684962410e
1958,Poules,Yugoslavia ,Paraguay,1958-01-01,3,3,draw,Eskilstuna,af2da267-6c47-4b7d-a93b-cadc91d43d36
1958,Poules,Hungary ,Mexico ,1958-01-01,4,0,home_team,Sandviken,e60433d8-061e-4e70-9d78-564e474aa68a
1958,Poules,Brazil ,Soviet Union ,1958-01-01,2,0,home_team,Göteborg,51205ac0-a21d-43e4-9653-657e77c209b3
1958,Poules,England,Austria ,1958-01-01,2,2,draw,Borås,c78128a4-aa53-4670-9931-321aa09d6d6b
1958,Poules,Soviet Union ,England,1958-01-01,1,0,home_team,Göteborg,13ceaa73-f8fd-4c7f-af21-958f17c9225c
1958,Troisième place,France,FRG ,1958-01-01,6,3,home_team,Göteborg,36412b4b-6be9-4f18-8beb-31c373435bf3
1958,Quarts de finale,FRG ,Yugoslavia ,1958-01-01,1,0,home_team,Malmö,ef0de590-2c27-4f52-81dc-53eec89c4d90
1958,Quarts de finale,France,Northern Ireland ,1958-01-01,4,0,home_team,Norrköping,4d6def09-1ca9-4ee2-b53e-955525d142de
1958,Quarts de finale,Brazil ,Wales ,1958-01-01,1,0,home_team,Göteborg,a723922f-e99b-4809-900c-14f1485ae916
1958,Demi-finales,Sweden ,FRG ,1958-01-01,3,1,home_team,Göteborg,a9639e16-d841-455b-99bc-f6ec844f3cce
1958,Demi-finales,Brazil ,France,1958-01-01,5,2,home_team,Stockholm,a14688b8-e894-4d71-be43-6a76ed3b0105
1958,Finale,Brazil ,Sweden ,1958-01-01,5,2,home_team,Stockholm,baa7db11-cb20-4a78-bb05-e5c55ecad210
1958,Poules,Czechoslovakia ,Argentina,1958-01-01,6,1,home_team,Helsingborg,73633eee-3aad-48e6-b174-7a5d3032caf4
1958,Quarts de finale,Sweden ,Soviet Union ,1958-01-01,2,0,home_team,Stockholm,d0334186-00d4-4c54-8302-d11cca36f1a7
1958,Poules,FRG ,Northern Ireland ,1958-01-01,2,2,draw,Malmö,aecb3655-a50a-46fa-aab5-9e904b6eddb1
1958,Poules,Northern Ireland ,Czechoslovakia ,1958-01-01,2,1,home_team,Malmö,2416cf09-2370-418e-95ee-2b8020614bdf
1958,Poules,Sweden ,Hungary ,1958-01-01,2,1,home_team,Stockholm,bd2f0abb-29d4-4703-93b4-10618b171aa7
1958,Poules,Sweden ,Mexico ,1958-01-01,3,0,home_team,Stockholm,04e82ae5-e509-476a-a248-2f573aa46b34
1958,Poules,FRG ,Argentina,1958-01-01,3,1,home_team,Malmö,a6571908-93fa-49e9-8ac4-7a81e493144f
1958,Poules,Northern Ireland ,Czechoslovakia ,1958-01-01,1,0,home_team,Halmstad,6a01ffd2-2524-48d7-b86e-b1dedaf8ffc1
1958,Poules,France,Paraguay,1958-01-01,7,3,home_team,Norrköping,82c296c7-0a9a-4db4-8da6-21a558ce5ce0
1958,Poules,Yugoslavia ,Scotland,1958-01-01,1,1,draw,Västerås,a8a9f2cf-a512-47aa-bd43-f73566315536
1958,Poules,Hungary ,Wales ,1958-01-01,1,1,draw,Sandviken,dd71493e-b70f-43c8-b8f1-eb45d55842cf
1958,Poules,England,Soviet Union ,1958-01-01,2,2,draw,Göteborg,8cd1bac2-5be8-46ba-9c99-ca3abd61ea05
1958,Poules,Brazil ,Austria ,1958-01-01,3,0,home_team,Uddevalla,97bf5547-068c-47a5-be3c-4fa48e49df5a
1958,Poules,Sweden ,Wales ,1958-01-01,0,0,draw,Stockholm,52bcecb5-0e53-4b49-aa01-6e74286b6d28
1958,Poules,Argentina,Northern Ireland ,1958-01-01,3,1,home_team,Halmstad,737e5c11-dd85-4f10-893a-60783af54127
1958,Poules,Paraguay,Scotland,1958-01-01,3,2,home_team,Norrköping,338f67cd-1706-4d14-8e04-247a700d5835
1958,Poules,Yugoslavia ,France,1958-01-01,3,2,home_team,Västerås,11aaddc5-8746-4723-aab1-f30e3c37afe1
1958,Poules,Wales ,Mexico ,1958-01-01,1,1,draw,Stockholm,bdcd7d2b-cb62-4922-8524-b5ec5a47ce0d
1958,Poules,Brazil ,England,1958-01-01,0,0,draw,Göteborg,c84d1264-99e4-4939-9dea-26a182dacf28
1958,Poules,Soviet Union ,Austria ,1958-01-01,2,0,home_team,Borås,a402236b-4c46-42da-a9a9-9be659086fb8
1958,Poules,FRG ,Czechoslovakia ,1958-01-01,2,2,draw,Helsingborg,2d83209e-c10e-439e-8b50-657cd8493f18
1962,Poules,Brazil ,Spain ,1962-01-01,2,1,home_team,Viña Del Mar,11288531-6298-41a9-9268-67bfbaf426a1
1962,Poules,Yugoslavia ,Colombia,1962-01-01,5,0,home_team,Arica,c6d52d7b-ab9e-4502-bcc3-dcfb197ef1ee
1962,Poules,Italy ,Switzerland ,1962-01-01,3,0,home_team,Santiago,0f7484e8-3081-4cd8-898d-5bd75d982bdd
1962,Poules,Mexico ,Czechoslovakia ,1962-01-01,3,1,home_team,Viña Del Mar,75e676e0-b69b-4ad3-b8b3-a6d25ac0cbd6
1962,Poules,England,Bulgaria ,1962-01-01,0,0,draw,Rancagua,57870ff7-bef6-463b-a24d-3f94c913553b
1962,Quarts de finale,Chile,Soviet Union ,1962-01-01,2,1,home_team,Arica,5db9692e-63fb-4b1e-b85e-3914b4c066dc
1962,Quarts de finale,Czechoslovakia ,Hungary ,1962-01-01,1,0,home_team,Rancagua,342c9ad5-47bf-4c70-b19f-f4c094acfb2d
1962,Quarts de finale,Brazil ,England,1962-01-01,3,1,home_team,Viña Del Mar,4eb4b4a0-ef0a-47f8-ba88-68fca473aac6
1962,Poules,FRG ,Chile,1962-01-01,2,0,home_team,Santiago,67e12868-78ec-492e-ae7b-4ca767a238bd
1962,Demi-finales,Brazil ,Chile,1962-01-01,4,2,home_team,Santiago,1edec1d4-9588-41fc-a7ca-53f24ffd25d0
1962,Demi-finales,Czechoslovakia ,Yugoslavia ,1962-01-01,3,1,home_team,Viña Del Mar,e75d1626-f107-4584-a99a-22bf1ac63b17
1962,Troisième place,Chile,Yugoslavia ,1962-01-01,1,0,home_team,Santiago,e5518ef7-b75d-4f19-90c3-2ff7c073b687
1962,Finale,Brazil ,Czechoslovakia ,1962-01-01,3,1,home_team,Santiago,8992280c-0626-4682-889e-ad768f381598
1962,Quarts de finale,Yugoslavia ,FRG ,1962-01-01,1,0,home_team,Santiago,dfa3bad2-b792-4e8e-ac98-a0d9e59c3f5e
1962,Poules,Soviet Union ,Uruguay,1962-01-01,2,1,home_team,Arica,f0a5ea9a-e02a-4bfa-b2e5-9f8d04f7648c
1962,Poules,Hungary ,Argentina,1962-01-01,0,0,draw,Rancagua,ecf951b2-7d05-49b3-8cfa-77c0cc257a2e
1962,Poules,Spain ,Mexico ,1962-01-01,1,0,home_team,Viña Del Mar,2b218332-df6c-42d9-a1a3-3a6acd8b798d
1962,Poules,Hungary ,Bulgaria ,1962-01-01,6,1,home_team,Rancagua,50127ddb-dad9-4f4f-b275-ee2ee22209c8
1962,Poules,Uruguay,Colombia,1962-01-01,2,1,home_team,Arica,88eace9e-6b5d-489e-8ea1-4f165bce564d
1962,Poules,Chile,Switzerland ,1962-01-01,3,1,home_team,Santiago,85177930-1e4b-4e6f-98b8-7962da0452c4
1962,Poules,Brazil ,Mexico ,1962-01-01,2,0,home_team,Viña Del Mar,ac95eee8-40c2-4d92-94c6-7bb85d4ac284
1962,Poules,Argentina,Bulgaria ,1962-01-01,1,0,home_team,Rancagua,6e4d0805-4a2c-4913-9a54-08da3c26d595
1962,Poules,FRG ,Italy ,1962-01-01,0,0,draw,Santiago,0060d772-f37c-4a86-bf1c-c97ae0a8366b
1962,Poules,Czechoslovakia ,Spain ,1962-01-01,1,0,home_team,Viña Del Mar,b45f0f42-0b4b-4642-bb4b-07baf6d23c07
1962,Poules,Soviet Union ,Yugoslavia ,1962-01-01,2,0,home_team,Arica,2d14885d-0967-4d31-a419-40bb08e740fd
1962,Poules,Yugoslavia ,Uruguay,1962-01-01,3,1,home_team,Santiago,0a59e7ed-8010-4b8b-9221-9d5b144d9012
1962,Poules,Chile,Italy ,1962-01-01,2,0,home_team,Viña Del Mar,efa6584e-0404-4d10-a11d-3cae3461ffff
1962,Poules,Brazil ,Czechoslovakia ,1962-01-01,0,0,draw,Rancagua,ff674b61-bf9d-4f10-9c33-130379756cbf
1962,Poules,England,Argentina,1962-01-01,3,1,home_team,Arica,a1975572-95ef-4d8a-b05c-931ec4c3d455
1962,Poules,Soviet Union ,Colombia,1962-01-01,4,4,draw,Arica,60e25b9c-a33e-4b7f-a9a6-bcbb60b7254c
1962,Poules,FRG ,Switzerland ,1962-01-01,2,1,home_team,Santiago,3abe7f27-b41a-4427-9743-07ce62c6bd53
1962,Poules,Hungary ,England,1962-01-01,2,1,home_team,Rancagua,6841172d-0886-408d-b013-88c15ec071ab
1966,Poules,Hungary ,Bulgaria ,1966-01-01,3,1,home_team,Manchester,737d69db-e280-4b68-966a-f89f1cfc2ea3
1966,Poules,Portugal,Brazil ,1966-01-01,3,1,home_team,Liverpool,6cfe36f6-a3d1-496f-8910-f1f547b052c0
1966,Poules,North Korea ,Italy ,1966-01-01,1,0,home_team,Middlesbrough,04dd55fc-2643-4ca5-b38b-87bac76e6bb2
1966,Poules,England,France,1966-01-01,2,0,home_team,London,7acf7ec1-c3f2-4246-a480-b792025735c1
1966,Poules,FRG ,Spain ,1966-01-01,2,1,home_team,Birmingham,76492bf5-9e52-4a0e-82d7-8b9dca644469
1966,Poules,Soviet Union ,Chile,1966-01-01,2,1,home_team,Sunderland,58a18e16-d96c-4fe5-b426-e5151d358e73
1966,Poules,Argentina,Switzerland ,1966-01-01,2,0,home_team,Sheffield,7054f21a-1cb5-462b-832c-907c199f7f9f
1966,Quarts de finale,Portugal,North Korea ,1966-01-01,5,3,home_team,Liverpool,321f03ea-67f9-4515-a440-0e2673593109
1966,Quarts de finale,Soviet Union ,Hungary ,1966-01-01,2,1,home_team,Sunderland,4b372989-dd02-44d7-a094-967e99a3d878
1966,Quarts de finale,England,Argentina,1966-01-01,1,0,home_team,London,63f597ee-9cba-4766-848c-4ce6a87b2dd9
1966,Demi-finales,FRG ,Soviet Union ,1966-01-01,2,1,home_team,Liverpool,dee2a487-2519-4ada-9e8d-fd7297d47be3
1966,Demi-finales,England,Portugal,1966-01-01,2,1,home_team,London,4e3a635b-8092-4bbf-8bd0-f2a237908678
1966,Troisième place,Portugal,Soviet Union ,1966-01-01,2,1,home_team,London,3ac1e3aa-5294-4887-a7f8-01ed728b587a
1966,Quarts de finale,FRG ,Uruguay,1966-01-01,4,0,home_team,Sheffield,e54e7e02-0665-47d3-ba13-9ff7ab287390
1966,Finale,England,FRG ,1966-01-01,4,2,home_team,London,d3cad201-4821-4879-8951-803474488ed2
1966,Poules,Mexico ,Uruguay,1966-01-01,0,0,draw,London,d7790613-3db8-45d1-b03c-675454084956
1966,Poules,Soviet Union ,Italy ,1966-01-01,1,0,home_team,Sunderland,e41f525c-3f04-438f-9287-2f1cb08b641c
1966,Poules,England,Mexico ,1966-01-01,2,0,home_team,London,e6b3cb08-19da-47a3-a7b7-cf6265ca1f9f
1966,Poules,England,Uruguay,1966-01-01,0,0,draw,London,8feb881b-eb99-4e8a-b18d-576af20327da
1966,Poules,FRG ,Switzerland ,1966-01-01,5,0,home_team,Sheffield,c7f99c6c-e7ac-4749-a6ea-1b23155d0fb9
1966,Poules,Brazil ,Bulgaria ,1966-01-01,2,0,home_team,Liverpool,aa581556-f202-4b82-a999-9a912ff7c710
1966,Poules,Soviet Union ,North Korea ,1966-01-01,3,0,home_team,Middlesbrough,63570046-e901-4ba0-8f99-8c5ae94d2fd8
1966,Poules,Argentina,Spain ,1966-01-01,2,1,home_team,Birmingham,12d356e3-1552-414a-ba7b-0d073f1d1b88
1966,Poules,Portugal,Hungary ,1966-01-01,3,1,home_team,Manchester,21d2768e-de61-49be-8259-b4b92fe360da
1966,Poules,France,Mexico ,1966-01-01,1,1,draw,London,a0317703-a448-49ff-95c5-fd18076aefdb
1966,Poules,Uruguay,France,1966-01-01,2,1,home_team,London,114f5eb6-113d-44a8-bba6-c7d1505f7f16
1966,Poules,Spain ,Switzerland ,1966-01-01,2,1,home_team,Sheffield,cf2959d8-609c-44c4-a366-091f0ca347f7
1966,Poules,Hungary ,Brazil ,1966-01-01,3,1,home_team,Liverpool,72f5b2ab-a1db-43cf-8dd8-ce94328b722b
1966,Poules,North Korea ,Chile,1966-01-01,1,1,draw,Middlesbrough,43de220a-bacf-404e-8317-2d28e05b99b2
1966,Poules,FRG ,Argentina,1966-01-01,0,0,draw,Birmingham,65ecc27b-0119-462a-bf8f-7e9f04a6e3ff
1966,Poules,Portugal,Bulgaria ,1966-01-01,3,0,home_team,Manchester,d0a13e90-69d0-4eca-8635-da7e2469ea16
1966,Poules,Italy ,Chile,1966-01-01,2,0,home_team,Sunderland,09e3e2ab-c483-4338-83e8-db08906646f2
1970,Poules,England,Czechoslovakia ,1970-01-01,1,0,home_team,Guadalajara,ca2a3c25-bc1e-4311-a510-5c9bf04392db
1970,Poules,Brazil ,Romania ,1970-01-01,3,2,home_team,Guadalajara,151ad704-82ba-4a29-92fe-d1dbfec99fde
1970,Poules,FRG ,Peru ,1970-01-01,3,1,home_team,León,463c50c7-0f7c-4a9c-b772-d9e608ddac28
1970,Poules,Mexico ,Belgium ,1970-01-01,1,0,home_team,México Df,d0740095-8303-4f8c-a6f1-34143c97bc5c
1970,Poules,Italy ,Israel ,1970-01-01,0,0,draw,Toluca,462d47cc-5d30-4663-af48-2f3ae108aaf0
1970,Poules,Bulgaria ,Morocco ,1970-01-01,1,1,draw,León,f46bdf18-641e-42a0-8b27-1fee171b655c
1970,Finale,Brazil ,Italy ,1970-01-01,4,1,home_team,México Df,f2e54bd3-56b8-473b-ba51-91d9b03a0907
